"marca_vehiculo","modelo_vehiculo","tipo_vehiculo","edad_vehiculo","fecha_accidente","gravedad_accidente","departamento_accidente","municipio_accidente","autoridad_de_transito"
"BAJAJ","2020","MOTOCICLETA","7","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"BAJAJ","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"AKT","2017","MOTOCICLETA","10","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"YAMAHA","2013","MOTOCICLETA","13","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"YAMAHA","2018","MOTOCICLETA","9","12/2023","CON HERIDOS","CASANARE","YOPAL","STRIA TTOyTTE MCPAL YOPAL"
"BAJAJ","2024","MOTOCICLETA","2","12/2023","CON MUERTOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"YAMAHA","2024","MOTOCICLETA","2","12/2023","CON MUERTOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"AUTECO","2009","MOTOCICLETA","18","12/2023","CON MUERTOS","META","VILLAVICENCIO","STRIA TTOyTTE MCPAL VILLAVICENCIO"
"SUZUKI","2017","MOTOCICLETA","10","12/2023","CON HERIDOS","CALDAS","MANIZALES","SECRETARÍA DE MOVILIDAD DE MANIZALES"
"KYMCO","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","CALDAS","MANIZALES","SECRETARÍA DE MOVILIDAD DE MANIZALES"
"SUZUKI","2024","MOTOCICLETA","3","12/2023","CON HERIDOS","CALDAS","MANIZALES","SECRETARÍA DE MOVILIDAD DE MANIZALES"
"TVS","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","CALDAS","MANIZALES","SECRETARÍA DE MOVILIDAD DE MANIZALES"
"JIALING","2016","MOTOCICLETA","10","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2019","MOTOCICLETA","7","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2024","MOTOCICLETA","3","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2010","AUTOMOVIL","16","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"TONGKO","2018","MOTOCICLETA","8","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2012","BUS","14","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"TVS","2023","MOTOCICLETA","2","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KYMCO","2013","MOTOCICLETA","13","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KAWASAKI","2013","MOTOCICLETA","13","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2019","MOTOCICLETA","7","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2009","BUS","16","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"TVS","2020","MOTOCICLETA","7","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"ARO","1993","CAMPERO","31","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HERO","2017","MOTOCICLETA","9","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2012","BUS","13","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"MITSUBISHI","1995","CAMPERO","31","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2023","AUTOMOVIL","4","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"TVS","2022","MOTOCICLETA","5","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2009","BUS","17","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HERO","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HERO","2017","MOTOCICLETA","10","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HERO","2017","MOTOCICLETA","9","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"MITSUBISHI","2007","CAMIONETA","19","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2023","AUTOMOVIL","3","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"TONGKO","2008","MOTOCICLETA","17","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLKSWAGEN","2017","CAMIONETA","10","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2022","AUTOMOVIL","4","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"TVS","2024","MOTOCICLETA","3","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"FORD","2011","CAMIONETA","15","12/2023","CON MUERTOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"FOTON","2023","CAMION","3","12/2023","CON MUERTOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"VICTORY","2023","MOTOCICLETA","3","12/2023","CON HERIDOS","ANTIOQUIA","COPACABANA","STRIA TTEyTTO COPACABANA"
"HYUNDAI","2008","AUTOMOVIL","18","12/2023","CON HERIDOS","ANTIOQUIA","COPACABANA","STRIA TTEyTTO COPACABANA"
"VICTORY","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","ANTIOQUIA","COPACABANA","STRIA TTEyTTO COPACABANA"
"HYUNDAI","2023","AUTOMOVIL","3","12/2023","CON HERIDOS","ANTIOQUIA","COPACABANA","STRIA TTEyTTO COPACABANA"
"SUZUKI","1992","MOTOCICLETA","33","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2024","MOTOCICLETA","3","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KAWASAKI","2021","MOTOCICLETA","4","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2008","BUS","17","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HERO","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2012","BUS","14","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2008","BUS","17","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2012","BUS","15","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","1987","CAMPERO","37","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HERO","2018","MOTOCICLETA","8","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"MITSUBISHI","2004","BUSETA","21","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HERO","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HERO","2023","MOTOCICLETA","4","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HERO","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"AGRALE","2009","BUS","17","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"JAC","2016","CAMION","9","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2008","BUS","17","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2012","BUS","14","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2008","MOTOCICLETA","23","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2012","BUS","14","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2022","MOTOCICLETA","3","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2012","BUS","13","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2011","BUS","15","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLKSWAGEN","2007","AUTOMOVIL","18","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2012","BUS","14","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KENWORTH","2017","CAMION","9","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"JAC","2021","CAMIONETA","5","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"AKT","2023","MOTOCICLETA","3","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"KIA","2011","AUTOMOVIL","15","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"KIA","2015","AUTOMOVIL","12","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"BMW","2023","MOTOCICLETA","3","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"VICTORY","2023","MOTOCICLETA","4","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"VICTORY","2022","MOTOCICLETA","2","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"HYUNDAI","2016","AUTOMOVIL","10","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"VICTORY","2023","MOTOCICLETA","3","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"VICTORY","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"HYUNDAI","2013","AUTOMOVIL","13","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"KIA","2017","AUTOMOVIL","9","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"VICTORY","2021","MOTOCICLETA","4","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"KIA","2014","AUTOMOVIL","12","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"KIA","2013","AUTOMOVIL","13","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"VOLVO","2009","BUS","16","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KYMCO","2014","MOTOCICLETA","12","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2022","MOTOCICLETA","5","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KYMCO","2014","MOTOCICLETA","12","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HERO","2018","MOTOCICLETA","8","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"TVS","2023","MOTOCICLETA","4","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"JIALING","2010","MOTOCICLETA","22","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"JAC","2010","CAMION","16","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2011","MOTOCICLETA","15","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"TVS","2023","MOTOCICLETA","3","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2012","BUS","15","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"TVS","2018","MOTOCICLETA","9","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KYMCO","2013","MOTOCICLETA","13","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HERO","2021","MOTOCICLETA","5","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KYMCO","2016","MOTOCICLETA","10","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2022","MOTOCICLETA","5","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KYMCO","2016","MOTOCICLETA","10","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLKSWAGEN","2018","CAMIONETA","8","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLVO","2008","BUS","17","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"SUZUKI","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KYMCO","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"VOLKSWAGEN","2023","CAMIONETA","3","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"HERO","2015","MOTOCICLETA","10","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"MITSUBISHI","2008","CAMIONETA","18","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"KIA","2007","AUTOMOVIL","19","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"FOTON","2021","CAMIONETA","5","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"KIA","2016","AUTOMOVIL","10","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"VICTORY","2021","MOTOCICLETA","5","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"KIA","2017","AUTOMOVIL","9","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"FORD","1959","VOLQUETA","62","12/2023","CON HERIDOS","ANTIOQUIA","BELLO","STRIA TTEyTTO BELLO"
"KIA","2010","CAMIONETA","17","12/2023","CON MUERTOS","ATLANTICO","PUERTO COLOMBIA","STRIA MCPAL TTOyTTE PUERTO COLOMBIA"
"SUZUKI","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","VALLE DEL CAUCA","CALI","STRIA MCPAL TTO CALI"
"ROYAL ENFIELD","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2024","MOTOCICLETA","3","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"KIA","2008","AUTOMOVIL","18","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"HYUNDAI","2016","CAMIONETA","11","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"HYUNDAI","2013","CAMION","11","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"KIA","2008","AUTOMOVIL","17","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"HYUNDAI","2012","AUTOMOVIL","14","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"HYUNDAI","2015","AUTOMOVIL","11","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"HYUNDAI","2011","CAMIONETA","15","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"HYUNDAI","2012","AUTOMOVIL","14","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"HYUNDAI","2015","CAMIONETA","11","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"HYUNDAI","2017","AUTOMOVIL","8","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"KIA","2023","CAMIONETA","3","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"FORD","1994","CAMIONETA","32","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"PEUGEOT","2011","AUTOMOVIL","15","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"KIA","2014","CAMIONETA","12","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"HYUNDAI","2016","AUTOMOVIL","11","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"HYUNDAI","2006","AUTOMOVIL","20","12/2023","CON HERIDOS","TOLIMA","IBAGUE","STRIA MCPAL TTOyTTE IBAGUE"
"KTM","2023","MOTOCICLETA","3","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2017","MOTOCICLETA","9","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2020","AUTOMOVIL","6","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2022","AUTOMOVIL","4","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2016","MOTOCICLETA","11","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2018","MOTOCICLETA","8","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2005","AUTOMOVIL","20","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2018","MOTOCICLETA","9","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2015","MOTOCICLETA","11","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2024","MOTOCICLETA","3","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2018","AUTOMOVIL","8","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2017","MOTOCICLETA","9","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2020","MOTOCICLETA","7","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2022","AUTOMOVIL","4","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2020","MOTOCICLETA","7","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2012","MOTOCICLETA","14","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2023","MOTOCICLETA","3","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2021","MOTOCICLETA","5","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","2023","AUTOMOVIL","3","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2022","MOTOCICLETA","5","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"TOYOTA","2013","CAMIONETA","13","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2020","MOTOCICLETA","7","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2024","MOTOCICLETA","2","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2022","MOTOCICLETA","4","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"RENAULT","1997","AUTOMOVIL","29","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2024","MOTOCICLETA","3","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2021","MOTOCICLETA","5","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2015","MOTOCICLETA","12","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"BAJAJ","2019","MOTOCICLETA","7","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"AKT","2023","MOTOCICLETA","4","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"YAMAHA","2019","MOTOCICLETA","7","12/2023","CON HERIDOS","BOGOTA D.C.","BOGOTA","SECRETARIA DISTRITAL DE MOVILIDAD DE BOGOTA"
"CHEVROLET","2005","BUSETA","20","12/2023","CON HERIDOS","CALDAS","MANIZALES","SECRETARÍA DE MOVILIDAD DE MANIZALES"
"CHEVROLET","2017","BUSETA","8","12/2023","CON HERIDOS","CALDAS","MANIZALES","SECRETARÍA DE MOVILIDAD DE MANIZALES"
"MAZDA","2019","AUTOMOVIL","8","12/2023","CON HERIDOS","CALDAS","MANIZALES","SECRETARÍA DE MOVILIDAD DE MANIZALES"
"CHEVROLET","2006","CAMIONETA","20","12/2023","CON HERIDOS","CALDAS","MANIZALES","SECRETARÍA DE MOVILIDAD DE MANIZALES"
"CHEVROLET","2004","AUTOMOVIL","22","12/2023","CON HERIDOS","CALDAS","MANIZALES","SECRETARÍA DE MOVILIDAD DE MANIZALES"
"HYUNDAI","2009","AUTOMOVIL","16","12/2023","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"HYUNDAI","2009","AUTOMOVIL","18","12/2023","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
"HYUNDAI","2016","AUTOMOVIL","10","12/2023","CON HERIDOS","ANTIOQUIA","ITAGUI","STRIA TTEyTTO ITAGUI"
